STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency,INDICATOR,Indicator,GEO_PICT,Pacific Island Countries and territories,SEX,Sex,AGE,Age,URBANIZATION,Urbanization,INCOME,Income,EDUCATION,Education level,OCCUPATION,Occupation,COMPOSITE_BREAKDOWN,Composite breakdown,DISABILITY,Disability,TIME_PERIOD,Time,OBS_VALUE,Observation value,UNIT_MEASURE,Unit of measure,REPORTING_TYPE,Reporting type,NATURE,Nature,DATA_SOURCE,Data source,OBS_STATUS,Observation Status,OBS_COMMENT,Comment
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,DC_TOF_TRDDBML,"8.a.1 Total official flows disbursed for Aid for Trade, by recipient",VU,Vanuatu,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2013,,13403490,,CON_USD,Constant USD,G,Global,C,Country Data,The Organisation for Economic Co-operation and Development (OECD).,,,,"Gross disbursements; Based on OECD, CRS databased, 2024; Constant 2022 USD million",
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,DC_TOF_TRDDBML,"8.a.1 Total official flows disbursed for Aid for Trade, by recipient",VU,Vanuatu,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2014,,26775780,,CON_USD,Constant USD,G,Global,C,Country Data,The Organisation for Economic Co-operation and Development (OECD).,,,,"Gross disbursements; Based on OECD, CRS databased, 2024; Constant 2022 USD million",
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,DC_TOF_TRDDBML,"8.a.1 Total official flows disbursed for Aid for Trade, by recipient",VU,Vanuatu,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2015,,39321470,,CON_USD,Constant USD,G,Global,C,Country Data,The Organisation for Economic Co-operation and Development (OECD).,,,,"Gross disbursements; Based on OECD, CRS databased, 2024; Constant 2022 USD million",
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,DC_TOF_TRDDBML,"8.a.1 Total official flows disbursed for Aid for Trade, by recipient",VU,Vanuatu,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2016,,52887230,,CON_USD,Constant USD,G,Global,C,Country Data,The Organisation for Economic Co-operation and Development (OECD).,,,,"Gross disbursements; Based on OECD, CRS databased, 2024; Constant 2022 USD million",
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,DC_TOF_TRDDBML,"8.a.1 Total official flows disbursed for Aid for Trade, by recipient",VU,Vanuatu,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2017,,66059810,,CON_USD,Constant USD,G,Global,C,Country Data,The Organisation for Economic Co-operation and Development (OECD).,,,,"Gross disbursements; Based on OECD, CRS databased, 2024; Constant 2022 USD million",
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,DC_TOF_TRDDBML,"8.a.1 Total official flows disbursed for Aid for Trade, by recipient",VU,Vanuatu,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2018,,51596860,,CON_USD,Constant USD,G,Global,C,Country Data,The Organisation for Economic Co-operation and Development (OECD).,,,,"Gross disbursements; Based on OECD, CRS databased, 2024; Constant 2022 USD million",
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,DC_TOF_TRDDBML,"8.a.1 Total official flows disbursed for Aid for Trade, by recipient",VU,Vanuatu,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2019,,53727450,,CON_USD,Constant USD,G,Global,C,Country Data,The Organisation for Economic Co-operation and Development (OECD).,,,,"Gross disbursements; Based on OECD, CRS databased, 2024; Constant 2022 USD million",
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,DC_TOF_TRDDBML,"8.a.1 Total official flows disbursed for Aid for Trade, by recipient",VU,Vanuatu,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2020,,45603640,,CON_USD,Constant USD,G,Global,C,Country Data,The Organisation for Economic Co-operation and Development (OECD).,,,,"Gross disbursements; Based on OECD, CRS databased, 2024; Constant 2022 USD million",
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,DC_TOF_TRDDBML,"8.a.1 Total official flows disbursed for Aid for Trade, by recipient",VU,Vanuatu,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2021,,41682260,,CON_USD,Constant USD,G,Global,C,Country Data,The Organisation for Economic Co-operation and Development (OECD).,,,,"Gross disbursements; Based on OECD, CRS databased, 2024; Constant 2022 USD million",
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,DC_TOF_TRDDBML,"8.a.1 Total official flows disbursed for Aid for Trade, by recipient",VU,Vanuatu,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2022,,39693080,,CON_USD,Constant USD,G,Global,C,Country Data,The Organisation for Economic Co-operation and Development (OECD).,,,,"Gross disbursements; Based on OECD, CRS databased, 2024; Constant 2022 USD million",
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_TLF_UEM,8.5.2 Unemployment rate,TO,Tonga,F,Female,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,PWD,Persons without disability,2018,,3.14,,PERCENT,percent,G,Global,_X,Not Available,,,B,Time series break,Repository: ILO-STATISTICS - Micro data processing. Break in series: Methodology revised.,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_TLF_UEM,8.5.2 Unemployment rate,TO,Tonga,F,Female,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,PWD,Persons without disability,2021,,3.19,,PERCENT,percent,G,Global,_X,Not Available,,,,,Repository: ILO-STATISTICS - Micro data processing.,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_TLF_UEM,8.5.2 Unemployment rate,CK,Cook Islands,_T,Total,Y15T24,15-24,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2011,,15.49,,PERCENT,percent,G,Global,_X,Not Available,,,,,,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_TLF_UEM,8.5.2 Unemployment rate,CK,Cook Islands,_T,Total,Y15T24,15-24,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2016,,2.36,,PERCENT,percent,G,Global,_X,Not Available,,,U,Low reliability,Repository: ILO-STATISTICS - Micro data processing.,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_TLF_UEM,8.5.2 Unemployment rate,CK,Cook Islands,_T,Total,Y15T24,15-24,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2019,,3.45,,PERCENT,percent,G,Global,_X,Not Available,,,U,Low reliability,Repository: ILO-STATISTICS - Micro data processing.,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_TLF_UEM,8.5.2 Unemployment rate,MH,Marshall Islands,_T,Total,Y15T24,15-24,R,Rural,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2019,,12.8,,PERCENT,percent,N,National,C,Country Data,Household Income and Expenditure Survey (HIES) 2019-2020,,A,Normal value,Based on 19th ICLS standards,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_EMP_EARN,8.5.1 Average hourly earnings,CK,Cook Islands,F,Female,_T,All ages,_T,National,_T,Total,_T,All education levels,9,Elementary Occupations,_Z,Not applicable,_T,No breakdown by disability,2019,,8.54,,CUR_LCU,local currency,G,Global,_X,Not Available,,,B,Time series break,Repository: ILO-STATISTICS - Micro data processing. Break in series: Methodology revised | NZD: New Zealand dollar.,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_TLF_UEM,8.5.2 Unemployment rate,FM,Micronesia (Federated States of),M,Male,Y25T54,25-54,U,Urban,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2013,,17.6,,PERCENT,percent,N,National,C,Country Data,Household Income and Expenditure Survey (HIES) 2013-2014,,A,Normal value,Based on 19th ICLS standards,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_TLF_NEET,"8.6.1 Youth not in education, employment or training",PG,Papua New Guinea,F,Female,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2010,,38.89,,PERCENT,percent,G,Global,_X,Not Available,,,B,Time series break,Repository: ILO-STATISTICS - Micro data processing. Break in series: Methodology revised.,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_TLF_NEET,"8.6.1 Youth not in education, employment or training",PG,Papua New Guinea,F,Female,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2022,,31.17,,PERCENT,percent,G,Global,_X,Not Available,,,,,Repository: ILO-STATISTICS - Micro data processing.,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_TLF_UEM,8.5.2 Unemployment rate,FM,Micronesia (Federated States of),F,Female,Y65T999,65+,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2013,,0,,PERCENT,percent,N,National,C,Country Data,Household Income and Expenditure Survey (HIES) 2013-2014,,A,Normal value,Based on 19th ICLS standards,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_TLF_UEM,8.5.2 Unemployment rate,PW,Palau,M,Male,Y15T24,15-24,U,Urban,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2013,,3,,PERCENT,percent,N,National,C,Country Data,Household Income and Expenditure Survey (HIES) 2013-2014,,A,Normal value,Based on 19th ICLS standards,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_EMP_EARN,8.5.1 Average hourly earnings,MH,Marshall Islands,M,Male,_T,All ages,_T,National,_T,Total,_T,All education levels,1,Managers,_Z,Not applicable,_T,No breakdown by disability,2019,,7.66,,CUR_LCU,local currency,G,Global,_X,Not Available,,,,,Repository: ILO-STATISTICS - Micro data processing. USD: United States dollar.,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_TLF_NEET,"8.6.1 Youth not in education, employment or training",KI,Kiribati,M,Male,Y15T24,15-24,U,Urban,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2019,,45.9,,PERCENT,percent,N,National,C,Country Data,Household Income and Expenditure Survey (HIES) 2019-2020,,A,Normal value,Based on 19th ICLS standards,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_TLF_NEET,"8.6.1 Youth not in education, employment or training",MH,Marshall Islands,M,Male,Y15T24,15-24,U,Urban,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2019,,36.1,,PERCENT,percent,N,National,C,Country Data,Household Income and Expenditure Survey (HIES) 2019-2020,,A,Normal value,Based on 19th ICLS standards,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_TLF_UEM,8.5.2 Unemployment rate,NR,Nauru,_T,Total,Y15T24,15-24,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2002,,38.03,,PERCENT,percent,G,Global,_X,Not Available,,,,,Data reference period: September | Age coverage - minimum age: 16 years old. Unemployment definition: Two criteria (not in employment and seeking).,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_TLF_UEM,8.5.2 Unemployment rate,NR,Nauru,_T,Total,Y15T24,15-24,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2012,,33.3,,PERCENT,percent,N,National,C,Country Data,Household Income and Expenditure Survey (HIES) 2012-2013,,A,Normal value,Based on 19th ICLS standards,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_TLF_UEM,8.5.2 Unemployment rate,NR,Nauru,_T,Total,Y15T24,15-24,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2013,,26.57,,PERCENT,percent,G,Global,_X,Not Available,,,,,Repository: ILO-STATISTICS - Micro data processing.,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_TLF_UEM,8.5.2 Unemployment rate,NR,Nauru,_T,Total,Y15T24,15-24,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2021,,12.03,,PERCENT,percent,G,Global,_X,Not Available,,,,,Repository: ILO-STATISTICS - Micro data processing.,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_TLF_UEM,8.5.2 Unemployment rate,MH,Marshall Islands,F,Female,Y15T24,15-24,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2019,,14.17,,PERCENT,percent,G,Global,_X,Not Available,,,U,Low reliability,Repository: ILO-STATISTICS - Micro data processing.,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_TLF_UEM,8.5.2 Unemployment rate,MH,Marshall Islands,F,Female,Y15T24,15-24,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2021,,25.14,,PERCENT,percent,G,Global,_X,Not Available,,,B,Time series break,Repository: ILO-STATISTICS - Micro data processing. Break in series: Methodology revised.,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_TLF_UEM,8.5.2 Unemployment rate,FM,Micronesia (Federated States of),M,Male,Y55T64,55-64,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2013,,5.9,,PERCENT,percent,N,National,C,Country Data,Household Income and Expenditure Survey (HIES) 2013-2014,,A,Normal value,Based on 19th ICLS standards,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,FB_BNK_ACCSS,8.10.2 Account at a financial institution or mobile-money-service provider,VU,Vanuatu,F,Female,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2016,,25.1,,PERCENT,percent,N,National,C,Country Data,"Vanuatu NSO, 2016 Mini Census.",,,,,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_TLF_UEM,8.5.2 Unemployment rate,PG,Papua New Guinea,M,Male,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,PD,Persons with disability,2010,,1.46,,PERCENT,percent,G,Global,_X,Not Available,,,B,Time series break,Repository: ILO-STATISTICS - Micro data processing. Unemployment definition: Two criteria (not in employment and seeking) | Break in series: Methodology revised.,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_TLF_UEM,8.5.2 Unemployment rate,FJ,Fiji,M,Male,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,PWD,Persons without disability,2005,,3.39,,PERCENT,percent,G,Global,_X,Not Available,,,B,Time series break,Repository: ILO-STATISTICS - Micro data processing. Break in series: Methodology revised.,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_TLF_UEM,8.5.2 Unemployment rate,FJ,Fiji,M,Male,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,PWD,Persons without disability,2011,,4.53,,PERCENT,percent,G,Global,_X,Not Available,,,,,Repository: ILO-STATISTICS - Micro data processing.,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_TLF_UEM,8.5.2 Unemployment rate,FJ,Fiji,M,Male,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,PWD,Persons without disability,2016,,3.88,,PERCENT,percent,G,Global,_X,Not Available,,,,,Repository: ILO-STATISTICS - Micro data processing.,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_TLF_UEM,8.5.2 Unemployment rate,NU,Niue,F,Female,Y15T999,15+,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2001,,2.12,,PERCENT,percent,G,Global,_X,Not Available,,,,,,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_TLF_UEM,8.5.2 Unemployment rate,FM,Micronesia (Federated States of),_T,Total,Y55T64,55-64,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2013,,5.7,,PERCENT,percent,N,National,C,Country Data,Household Income and Expenditure Survey (HIES) 2013-2014,,A,Normal value,Based on 19th ICLS standards,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,DC_TOF_TRDDBML,"8.a.1 Total official flows disbursed for Aid for Trade, by recipient",KI,Kiribati,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2006,,8594760,,CON_USD,Constant USD,G,Global,C,Country Data,The Organisation for Economic Co-operation and Development (OECD).,,,,"Gross disbursements; Based on OECD, CRS databased, 2024; Constant 2022 USD million",
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,DC_TOF_TRDDBML,"8.a.1 Total official flows disbursed for Aid for Trade, by recipient",KI,Kiribati,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2007,,10775510,,CON_USD,Constant USD,G,Global,C,Country Data,The Organisation for Economic Co-operation and Development (OECD).,,,,"Gross disbursements; Based on OECD, CRS databased, 2024; Constant 2022 USD million",
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,DC_TOF_TRDDBML,"8.a.1 Total official flows disbursed for Aid for Trade, by recipient",KI,Kiribati,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2008,,5446310,,CON_USD,Constant USD,G,Global,C,Country Data,The Organisation for Economic Co-operation and Development (OECD).,,,,"Gross disbursements; Based on OECD, CRS databased, 2024; Constant 2022 USD million",
